ordem,gid,co_cep,uf,cidade,no_fantasia,no_bairro,nu_endereco,no_logradouro,nu_telefone,ano_upa_func,mes_upa_func,fonte_recurso,porte,longitude,latitude
54,7093284,,Minas Gerais (MG),Uberaba,UNIDADE PRONTO ATENDIMENTO DR HUMBERTO FERREIRA UPA MIRANTE,PARQUE DO MIRANTE,534,AV LEOPOLDINO DE OLIVEIRA,34 3332-0209,2015,10,MS,3,-47.932,-19.748
116,2164817,38022-000,Minas Gerais (MG),Uberaba,UPA UNIDADE DE PRONTO ATENDIMENTO SAO BENEDITO,SAO BENEDITO,1030,R MAJOR EUSTAQUIO,(34)33332900,2015,10,MS,3,-47.94003,-19.75274
122,5617286,,Minas Gerais (MG),Uberlândia,UAI SAO JORGE,PARQUES LARANJEIRAS,165,RUA TOLEDO,,2015,10,MS,2,-48.23619,-18.9595
385,7061773,37048-360,Minas Gerais (MG),Varginha,UPA FRANCISCO CORREA DE CARVALHO,PADRE VITOR,113,AVENIDA FARMACEUTICO JAIR SANTANA,,2015,10,MS,3,-45.43,-21.551
53,7031882,33.200-000,Minas Gerais (MG),Vespasiano,VESPASIANO UPA 24 HORAS PREFEITO LUIZ ISSA,CENTRO,S/N,AV PREFEITO SEBASTIAO FERNANDES,,2015,10,MS,3,-43.926,-19.68639
166,10081,,Mato Grosso do Sul (MS),Campo Grande,UPA DR ALESSANDRO MARTINS DE SOUZA E SILVA VILA ALMEIDA,VILA PALMIRA,S/N,RUA MINISTRO JOSE LINHARES,67-33147324/33147323,2015,10,MS,2,-54.6553,-20.44372
224,10057,,Mato Grosso do Sul (MS),Campo Grande,UPA APARECIDA GONCALVES SARAIVA UNIVERSITARIO,UNIVERSITARIO,S/N,AVENIDA GUAICURUS ESQ COM AV GURY MARQUES,67-33045601/33045606,2015,10,MS,2,-54.59871,-20.51967
402,10049,,Mato Grosso do Sul (MS),Campo Grande,UPA DR WALFRIDO ARRUDA CORONEL ANTONINO,CORONEL ANTONINO,S/N,RUA DR MEIRELES,67-33144191/33144195,2015,10,MS,3,-54.60354,-20.4322
331,7665199,,Mato Grosso do Sul (MS),Corumbá,UNIDADE DE PRONTO ATENDIMENTO DR JOSE ABILIO M DE BARROS,GUATOS,S/N,LUIZ FEITOSA RODRIGUES,,2015,10,MS,1,-57.64413107,-19.0464073
164,7546777,,Mato Grosso do Sul (MS),Dourados,UNIDADE DE PRONTO ATENDIMENTO DR AFRANIO MARTINS,TERRA ROCHA,3675,RUA FREI ANTONIO,67 84685029,2015,10,MS,3,-54.78382886,-22.24818629
18,7433530,,Mato Grosso do Sul (MS),Três Lagoas,UPA UNIDADE DE PRONTO ATENDIMENTO 24H,PARQUE SAO CARLOS,1855,RUA IRMAOS SPINELLI,67 3929-1254,2015,10,MS,2,-51.6796875,-20.75418762
85,7263813,78053-739,Mato Grosso (MT),Cuiabá,UNIDADE DE PRONTO ATENDIMENTO MORADA DO OURO,MORADA DO OURO,S/N,RUA 17,3645 - 5700,2015,10,MS,3,-56.05511462,-15.56983311
149,7050577,78320-000,Mato Grosso (MT),Juína,UNIDADE DE PRONTO ATENDIMENTO DE JUINA DR SANTOS,MODULO 04,S/N,RUA DAS ANDORINHAS,66-3566-2009,2015,10,MS,1,-58.741,-11.378
296,7099371,78553-252,Mato Grosso (MT),Sinop,UPA UNIDADE DE PRONTO ATENDIMENTO DE SINOP,JARDIM DAS ACACIAS,S/N,AVENIDA ANDRE MAGGI,,2015,10,MS,2,-55.51026016,-11.82333862
181,6975402,78890-000,Mato Grosso (MT),Sorriso,UPA UNIDADE DE PRONTO ATENDIMENTO SARA AKEMI ICHICAVA,CENTRO,S/N,AV PORTO ALEGRE,35445989,2015,10,MS,1,-55.7278,-12.54657
40,7278888,670000-000,Pará (PA),Ananindeua,UNIDADE DE PRONTO ATENDIMENTO UPA II,ICUI GUAJARA,S/N,ESTRADA DO ICUI GUAJARA,,2015,10,MS,2,-48.41012224,-1.335428632
158,7112831,67.130-440,Pará (PA),Ananindeua,UNIDADE DE PRONTO ATENDIMENTO UPA III,COQUEIRO,S/N,CIDADE NOVA II WE 16,32730281,2015,10,MS,3,-48.40813204,-1.368402575
391,7260784,66821-000,Pará (PA),Belém,UPA DAICO,PARQUE GUAJARA,0,RODOVIA AUGUSTO MONTENEGRO KM 11,(091) 3247-8334,2015,10,MS,3,-48.45464735,-1.316107452
239,7313233,68448-000,Pará (PA),Breu Branco,UNIDADE DE PRONTO ATENDIMENTO MANOEL FRANCISCO DE AGUIAR,CENTRO,S/N,AV BELEM,94737860788,2015,10,MS,1,-49.45997003,-4.009342483
117,6947077,,Pará (PA),Capanema,UNIDADE DE PRONTO ATENDIMENTO JOSIEL RODRIGUES MARTINS,SAO CRISTOVAO,S/N,RUA LAUDELINO VALENTE,(91)34622155,2015,10,MS,2,-47.18679428,-1.233806611
295,7474423,,Pará (PA),Castanhal,UPA PORTE III CASTANHAL GOVERNADOR ALMIR GABRIEL,CRISTO REDENTOR,S/N,BR 316,91-889 9843,2015,10,MS,3,-47.94594526,-1.296622036
270,7530005,,Pará (PA),Santarém,UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS,SAO JOSE OPERARIO,S/N,AV CURUA UNA,,2015,10,MS,3,-54.70181823,-2.447580999
322,7084307,68.696-000,Pará (PA),Tucuruí,UPA 24HS TUCURUI EROSTACIO CORREA FILOCREAO IOIO,SANTA MONICA,S/N,RUA 06,94 3787 3289,2015,10,MS,2,-49.67908325,-3.786434923
100,7155840,68555-280,Pará (PA),Xinguara,UNIDADE DE PRONTO ATENDIMENTO DE XINGUARA,CENTRO,S/N,BR 155 ESQUINA COM AVENIDA HERMES DANTAS,34264736,2015,10,MS,1,-49.93760469,-7.107243522
125,7321775,,Paraíba (PB),Cajazeiras,UNIDADE DE PRONTO ATENDIMENTO DRA VALERIA MACAMBIRA GUEDES,COCODE,1,RUA DR JOSE MOREIRA,8335313607,2015,10,MS,1,-38.55356812,-6.884099725
34,7052251,,Paraíba (PB),Campina Grande,UPA 24 HORAS DR MAIA,ALTO BRANCO,S/N,AV MANOEL TAVARES,83 33412079,2015,10,MS,3,-35.881,-7.231
23,6964370,,Paraíba (PB),Guarabira,UPA UNIDADE DE PRONTO ATENDIMENTO DE GUARABIRA,CONJUNTO PRO MARADIA,S/N,RODOVIA PB 57,,2015,10,MS,1,-35.49,-6.855
238,6940315,,Paraíba (PB),João Pessoa,UNIDADE DE PRONTO ATENDIMENTO OCEANIA,AEROCLUBE,70,AV GOV FLAVIO RIBEIRO COUTINHO,3218-9896,2015,10,MS,2,-34.83943,-7.09752
404,7561792,,Paraíba (PB),João Pessoa,UNIDADE DE PRONTO ATENDIMENTO CELIO PIRES DE SA,VALENTINA,1,RUA ESTEVAM LOPES GALVAO,3237-7880,2015,10,MS,2,-34.84620401,-7.19860776
72,7058284,,Paraíba (PB),Monteiro,UPA JOAQUINA PIRES BARBOSA HENRIQUE,CENTRO,S/N,LOTEAMENTO RESIDENCE ALTIPLANO,83 88298453,2015,10,MS,1,-37.11041629,-7.897740555
111,7626916,,Paraíba (PB),Piancó,UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS,PIANCOZINHO,S/N,RUA PROJETADA,,2015,10,MS,2,-37.92953,-7.19802
346,7041152,,Paraíba (PB),Pombal,UPA UNIDADE DE PRONTO ATENDIMENTO DE POMBAL,PEREIROS,S/N,RUA JAIRO VIEIRA FEITOSA,,2015,10,MS,1,-37.79572,-6.76885
197,7637802,,Paraíba (PB),Princesa Isabel,UPA UNIDADE DE PRONTO ATENDIMENTO PRICESA ISABEL,MAIA,S/N,RUA ALFREDO CARLOS DA COSTA,83-33457227,2015,10,MS,1,-37.99158096,-7.724600166
185,6754325,,Paraíba (PB),Santa Rita,UPA UNIDADE DE PRONTO ATENDIMENTO,TIBIRI II,S/N,RUA PITIMBU,83 32175535,2015,10,MS,1,-34.96524,-7.15296
131,6690742,,Pernambuco (PE),Cabo de Santo Agostinho,UPA CABO DE SANTO AGOSTINHO,COHAB,S/N,RUA 27,81 31844543,2015,10,MS,3,-35.03284,-8.28109
48,6631819,,Pernambuco (PE),Caruaru,UPA CARUARU,INDIANOPOLIS,S/N,AVENIDA JOSE MARQUES FONTES,8737277814,2015,10,MS,3,-35.96166,-8.30264
349,6855881,,Pernambuco (PE),Caruaru,UPA VASSOURAL,VASSOURAL,0,RUA LUIZ GONZAGA,,2015,10,MS,2,-35.93743,-8.27833
415,6443370,53600-000,Pernambuco (PE),Igarassu,UPA IGARASSU,CENTRO,S/N,RODOVIA BR 101 NORTE KM 47,(81) 31844278/4280,2015,10,MS,3,-34.90635,-7.83437
99,6558992,,Pernambuco (PE),Jaboatão dos Guararapes,UPA CURADO,CURADO II,68,RUA LEONARDO DA VINCE,81 31844465,2015,10,MS,3,-35.00535965,-8.076565787
105,6618464,,Pernambuco (PE),Jaboatão dos Guararapes,UPA ENGENHO VELHO,ENGENHO VELHO,S/N,AVENIDA MANOEL RABELO,8131844520,2015,10,MS,3,-35.00392,-8.10929
161,6562205,,Pernambuco (PE),Jaboatão dos Guararapes,UPA BARRA DE JANGADA,BARRA DE JANGADA,S/N,RUA CRUZ ALTA,81 31844494,2015,10,MS,3,-34.93426,-8.2188
217,7345259,54340-605,Pernambuco (PE),Jaboatão dos Guararapes,UPA EDUARDO CAMPOS,SOTAVE,31,RUA MARACANA,,2015,10,MS,1,-35.00392,-8.10929
262,6443397,53350-005,Pernambuco (PE),Olinda,UPA OLINDA,CIDADE TABAJARA,S/N,RODOVIA PE 15 AVENIDA JOAQUIM NABUCO,(81) 31844309,2015,10,MS,3,-34.8535,-8.0205
146,6443419,53401-030,Pernambuco (PE),Paulista,UPA PAULISTA,AURORA,10000,ESTRADA DO FRIO,(81) 31844253,2015,10,MS,3,-34.89042,-7.91846
87,6726852,,Pernambuco (PE),Recife,UPA IBURA,IBURA,S/N,RUA VALE DO TAJAI,81 31844595,2015,10,MS,3,-34.8996,-8.12692
130,6488315,50980-000,Pernambuco (PE),Recife,UPA CAXANGA,VARZEA,S/N,AV CAXANGA,81 31844355,2015,10,MS,3,-34.96145,-8.02541
141,6703437,,Pernambuco (PE),Recife,UPA NOVA DESCOBERTA,BREJO DA GUABIRABA,S/N,AVENIDA VEREADOR OTACILIO DE AZEVEDO,,2015,10,MS,3,-34.92512,-7.99769
223,6530389,50720-635,Pernambuco (PE),Recife,UPA TORROES,TORROES,1455,AV ABDIAS DE CARVALHOS,81 - 31844440,2015,10,MS,2,-34.91405,-8.06259
303,6481876,51200-000,Pernambuco (PE),Recife,UPA IMBIRIBEIRA,IMBIRIBEIRA,4223,AV MASCARENHAS DE MORAES,81 31844328,2015,10,MS,3,-34.91293,-8.1145
176,6507557,725000-000,Pernambuco (PE),São Lourenço da Mata,UPA SAO LOURENCO DA MATA,PIXETE,2009,AVENIDA SR FRANCISCO CORREIA,8131844378,2015,10,MS,3,-35.04746,-7.99136
167,7407203,,Pernambuco (PE),Timbaúba,UPA 24 HORAS TIMBAUBA PE,ARARUNA,S/N,BR 408 KM 29,,2015,10,MS,1,-35.31768,-7.50322
10,6972497,,Paraná (PR),Apucarana,UPA UNIDADE DE PRONTO ATENDIMENTO DE APUCARANA PR,CENTRO,1755,RUA CLOTARIO PORTUGAL,4339011058,2015,10,MS,2,-51.45721436,-23.56398713
77,7317719,,Paraná (PR),Arapongas,UPA UNIDADE DE PRONTO ATENDIMENTO,JARDIM CARAVELLE,S/N,TICO TICO REI,43 39021238,2015,10,MS,2,-51.46794531,-23.40639777
403,7085400,83708-695,Paraná (PR),Araucária,UNIDADE DE PRONTO ATENDIMENTO DE ARAUCARIA,COSTEIRA,1,RUA AUGUSTO RIBEIRO DOS SANTOS,39056313,2015,10,MS,3,-49.41,-25.593
62,7326823,87035-260,Paraná (PR),Cambé,UNIDADE DE PRONTO ATENDIMENTO SILVIA MANTOVANI,JD TUPI,479,RUA CARAJAS,3174-0552,2015,10,MS,2,-51.27834332,-23.27694614
188,2738864,,Paraná (PR),Cascavel,UPA VENEZA,JARDIM VENEZA,1460,RUA CAFE FILHO,(45) 39022587,2015,10,MS,2,-53.48721,-24.9701
413,6914624,,Paraná (PR),Castro,UNIDADE DE PRONTO ATENDIMENTO MOACIR ELIAS FADEL,RIO BRANCO,S/N,PROLONGAMENTO DA RUA ANTONIO MENARIM,4239062288,2015,10,MS,2,-49.9947,-24.78745
190,7096518,85550-000,Paraná (PR),Coronel Vivida,UPA I UNIDADE DE PRONTO ATENDIMENTO DE CORONEL VIVIDA,CENTRO,154,RUA ROMARIO MARTINS,,2015,10,MS,1,-52.56869,-25.98027
26,2639556,,Paraná (PR),Curitiba,UPA SITIO CERCADO,SITIO CERCADO,158,RUA LEVY BUQUERA,041-3378-6405,2015,10,MS,3,-49.26863,-25.52866
58,2438917,,Paraná (PR),Curitiba,UPA BOQUEIRAO,BOQUEIRAO,2590,RUA PROFA MARIA ASSUMPCAO,41- 3217-1201,2015,10,MS,3,-49.24547,-25.49342
89,5323495,,Paraná (PR),Curitiba,UPA CIDADE INDUSTRIAL,CIC,3370,RUA SENADOR ACCIOLY FILHO,041-32496899,2015,10,MS,3,-49.3402,-25.49764
121,5323436,,Paraná (PR),Curitiba,UPA CAJURU,CAJURU,S/N,RUA ENGENHEIRO BENEDITO MARIO DA SILVA,041-32264069,2015,10,MS,3,-49.20422,-25.46917
201,2639548,,Paraná (PR),Curitiba,UPA CAMPO COMPRIDO,CAMPO COMPRIDO,3495,RUA MONS IVO ZANLORENZI,(41)3373-1332,2015,10,MS,3,-49.33896,-25.44207
266,17396,,Paraná (PR),Curitiba,UPA BOA VISTA,BOA VISTA,3654,AVN PARANA,041- 32511010,2015,10,MS,3,-49.23285,-25.38533
300,3827836,,Paraná (PR),Curitiba,UPA PINHEIRINHO,CAPAO RASO,S/N,RUA LEON NICOLAS,041-32121470,2015,10,MS,2,-49.3026,-25.51528
351,2639467,,Paraná (PR),Curitiba,UPA FAZENDINHA,FAZENDINHA,S/N,RUA CARLOS KLEMTZ,3329-4324,2015,10,MS,3,-49.32043,-25.47624
156,7535643,83824-141,Paraná (PR),Fazenda Rio Grande,UPA UNIDADE PRONTO ATENDIMENTO DE FAZENDA RIO GRANDE,SANTA TEREZINHA,515,RUA RIO TEJO,,2015,10,MS,2,-49.30491,-25.65457
113,6613136,,Paraná (PR),Foz do Iguaçu,UNIDADE DE PRONTO ATENDIMENTO JOAO SAMEK,JARDIM PALMEIRA,S/N,RUA IACANGA ESQUINA COM AVENIDA AMERICO SASDELI,45-3521-9500,2015,10,MS,3,-54.5435679,-25.49478574
376,7463227,,Paraná (PR),Guarapuava,UPA 24H BATEL,BATEL,1701,RUA BARAO DO CAPANEMA,42 36239719,2015,10,MS,1,-51.47625511,-25.39871203
106,7616902,,Paraná (PR),Ibiporã,UNIDADE DE PRONTO ATENDIMENTO DR JUSTINO ALVES PEREIRA,JD MORADA DO SOL,1245,AV SOUZA NAVES,43 3178 0348,2015,10,MS,1,-51.05786562,-23.26250012
81,7169159,,Paraná (PR),Lapa,UPA DR DARCY COSTA,VILA DO PRINCIPE,515,AVENIDA JUSCELINO KUBITSCHEK OLIVEIRA,41 39111030,2015,10,MS,1,-49.72786609,-25.76733331
138,7037112,86066-000,Paraná (PR),Londrina,UPA SABARA,NOVO SABARA,2390,AV ARTHUR THOMAS,43 3372 3900,2015,10,MS,3,-51.20968474,-23.31503978
209,7685246,86066000,Paraná (PR),Londrina,UPA CENTRO OESTE MARIA ANGELICA CASTOLDO,JARDIM DO SOL,4000,RUA ABELIO BENATTI,,2015,10,MS,3,-51.15779,-23.30627
321,6986609,,Paraná (PR),Maringá,UNIDADE DE PRONTO ATENDIMENTO UPA ZONA SUL,JARDIM IPANEMA,865,AVENIDA NILDO RIBEIRO DA ROCHA,32214812,2015,10,MS,3,-51.94586,-23.42564
360,7070640,87035-260,Paraná (PR),Maringá,UNIDADE DE PRONTO ATENDIMENTO UPA ZONA NORTE,JARDIM ALVORADA,S/N,AV SOPHIA RASGULAEFF X R HIPOCRATESX R ANA NERI,,2015,10,MS,2,-51.91331863,-23.39732967
135,2822318,83323-390,Paraná (PR),Pinhais,UNIDADE DE PRONTO ATENDIMENTO 24 HORAS,CENTRO,731,RENATO NUNES RIBAS,(41)30599292,2015,10,MS,2,-49.19209878,-25.434517
47,7549156,,Paraná (PR),Ponta Grossa,UNIDADE DE PRONTO ATENDIMENTO UPA SANTA PAULA,SANTA PAULA,S/N,RUA NICOLAU KLUPPEL NETO,42-32363339,2015,10,MS,2,-50.20158941,-25.10228686
386,6849636,,Paraná (PR),São José dos Pinhais,UPA AFONSO PENA,AFONSO PENA,460,RUA FRANCISCA DE SOUZA CORTES,41 3385 - 3502,2015,10,MS,3,-49.16988674,-25.49795529
399,6712169,83025-010,Paraná (PR),São José dos Pinhais,UPA RUI BARBOSA,COLONIA RIO GRANDE,10471,AVENIDA RUI BARBOSA,(41) 3398 - 2710,2015,10,MS,1,-49.20733,-25.5493
8,7023049,87112610,Paraná (PR),Sarandi,UNIDADE DE PRONTO ATENDIMENTO,JD CASTELO,286,JOSE MUNHOZ,(44) 3042-0506,2015,10,MS,1,-51.87697,-23.43665
254,7294700,,Paraná (PR),Toledo,ALMOXARIFADO CENTRAL,CENTRO,S/N,RUA PIRATINI,,2015,10,MS,2,-53.76719713,-24.73251717
285,6559565,,Rio de Janeiro (RJ),Angra dos Reis,UPA 24 HORAS ANGRA DOS REIS,JAPUIBA,S/N,RUA FRANCELINO ALVES DE LIMA,2433671667,2015,10,MS,3,-44.29617,-22.98432
293,6542891,,Rio de Janeiro (RJ),Araruama,UPA UNIDADE DE PRONTO ATENDIMENTO DE ARARUAMA,CENTRO,S/N,AV GETULIO VARGAS,26657300,2015,10,MS,3,-42.3332,-22.86663
234,6042619,21063-400,Rio de Janeiro (RJ),Barra Mansa,UNIDADE DE PRONTO ATENDIMENTO EM BARRA MANSA RJ UPA,CENTRO,263,RUA LUIZ PONCE,2433229298,2015,10,MS,3,-44.16984,-22.54535
329,7321880,,Rio de Janeiro (RJ),Barra Mansa,UNIDADE DE PRONTO ATENDIMENTO EM BARRA MANSA RJ UPA,BOA VISTA I,123,ANTONIO VINTURELLI NETTO,2433409813,2015,10,MS,2,-44.16609156,-22.55882306
304,6035809,26110-260,Rio de Janeiro (RJ),Belford Roxo,UPA 24H BOM PASTOR BELFORD ROXO,BOM PASTOR,S/N,ESTR DE BELFORD ROXO,25617578,2015,10,MS,3,-43.36849,-22.75852
136,6598722,,Rio de Janeiro (RJ),Cabo Frio,UNIDADE DE PRONTO ATENDIMENTO UPA,PARQUE BURLE,10,AV VITOR ROCHA,2226489679,2015,10,MS,3,-42.04381,-22.8897
355,7003692,28927-000,Rio de Janeiro (RJ),Cabo Frio,UNIDADE DE PRONTO ATENDIMENTO UPA II,SAMBURA,136,AV AMARAL PEIXOTO KM 136,22 26461736,2015,10,MS,2,-42.01312,-22.87722
405,6629989,,Rio de Janeiro (RJ),Campos dos Goytacazes,SES RJ UPA 24H CAMPOS DOS GOYTACAZES,PARQUE VERA CRUZ,200,SOUZA MOTA,,2015,10,MS,3,-41.30985,-21.70481
83,7625987,25070-260,Rio de Janeiro (RJ),Duque de Caxias,UPA PARQUE BEIRA MAR,VILA SAO LUIS,3200,ROD WASHINGTON LUIS,,2015,10,MS,3,-43.30423117,-22.73210333
216,6033075,25050-100,Rio de Janeiro (RJ),Duque de Caxias,SES RJ UPA 24H SARAPUI,VILA SARAPUI,S/N,RUA REPUBLICA DO PARAGUAI,27719717,2015,10,MS,2,-43.29879,-22.74952
257,5967198,25025-095,Rio de Janeiro (RJ),Duque de Caxias,SES RJ UPA 24H DUQUE DE CAXIAS,PQ LAFAIETE,1532,RUA JOAQUIM PECANHA,27827211,2015,10,MS,3,-43.32451,-22.78614
362,7427549,25210-000,Rio de Janeiro (RJ),Duque de Caxias,UPA INFANTIL WALTER GARCIA,CENTRO,S/N,RUA GENERAL ARGOLO,,2015,10,MS,3,-43.30798343,-22.79479991
29,7065507,24800-000,Rio de Janeiro (RJ),Itaboraí,SES RJ UPA 24H ITABORAI,MANILHA,S/N,RODOVIA BR 493,26359511,2015,10,MS,3,-42.859,-22.744
313,6629385,23810-302,Rio de Janeiro (RJ),Itaguaí,UNIDADE DE PRONTO ATENDIMENTO UPA ITAGUAI,JARDIM AMERICA,0,AVENIDA DEPUTADO OTAVIO CABRAL,26879794,2015,10,MS,3,-43.77795,-22.86236
389,6855334,,Rio de Janeiro (RJ),Itaperuna,UPA ITAPERUNA,CIDADE NOVA,1,RUA E,22 38224657,2015,10,MS,3,-41.88956,-21.20652
24,6635903,,Rio de Janeiro (RJ),Macaé,UPA UNIDADE DE PRONTO ATENDIMENTO BARRA,BARRA DE MACAE,S/N,AV AMARAL PEIXOTO,22 27623260,2015,10,MS,3,-41.78033,-22.36942
221,7266650,27971-430,Rio de Janeiro (RJ),Macaé,UPA UNIDADE DE PRONTO ATENDIMENTO LAGOMAR,LAGOMAR,S/N,AVENIDA JOSE FERREIRA MACHADO,22 27961279,2015,10,MS,2,-41.78572,-22.37172
408,7449135,,Rio de Janeiro (RJ),Magé,SES RJ UPA 24H MAGE,PIABETA,S/N,RUA A,,2015,10,MS,3,-43.03774,-22.65169
380,7164440,24943-195,Rio de Janeiro (RJ),Maricá,UPA MARICA 24H,INOA,S/N,RUA EUCLIDES DE PAULO DA SILVA,21-26367228,2015,10,MS,3,-42.819,-22.919
191,7065485,26.584-001,Rio de Janeiro (RJ),Mesquita,SES RJ UPA 24H MESQUITA,EDSON PASSOS,S/N,RUA COSTA E SILVA,21-26257807,2015,10,MS,3,-43.42869,-22.7815
294,6899919,26540-005,Rio de Janeiro (RJ),Nilópolis,UPA NILOPOLIS,CABUIS,S/N,RUA ANTONIO PEREIRA,,2015,10,MS,3,-43.41399,-22.81168
3,7136552,24120-395,Rio de Janeiro (RJ),Niterói,SES RJ UPA 24 H FONSECA,FONSECA,107,RUA SA BARRETO,21-26257807,2015,10,MS,3,-43.104,-22.883
139,6588425,28635-000,Rio de Janeiro (RJ),Nova Friburgo,UPA 24 HORAS NOVA FRIBURGO,CONSELHEIRO PAULINO,3456,AVENIDA GOVERNADOR ROBERTO SILVEIRA,22 25277750,2015,10,MS,3,-42.53157,-22.2852
6,6646034,26041-271,Rio de Janeiro (RJ),Nova Iguaçu,SES RJ UPA NOVA IGUACU II,TRES CORACOES,S/N,ESTRADA DE ADRIANOPOLIS,26572996,2015,10,MS,3,-43.45155,-22.75976
65,7595905,,Rio de Janeiro (RJ),Nova Iguaçu,UPA 24H MUNICIPAL DE COMENDADOR SOARES,COMENDADOR SOARES,221,RUA DOS QUARTEIS,,2015,10,MS,3,-43.49590838,-22.74400318
274,6091997,26291-200,Rio de Janeiro (RJ),Nova Iguaçu,SES RJ UPA 24H CABUCU,CABUCU,1600,AVENIDA ABELIO AUGUSTO TAVORA,27794497,2015,10,MS,3,-43.47169,-22.76021
76,6909663,25655-006,Rio de Janeiro (RJ),Petrópolis,UPA CENTRO UNIDADE DE PRONTO ATENDIMENTO,CENTRO,600,RUA WASHINGTON LUIZ,2243-6706,2015,10,MS,3,-43.17804,-22.50474
337,6922597,25710-082,Rio de Janeiro (RJ),Petrópolis,UPA CASCATINHA PRONTO ATENDIMENTO 24H PETROPOLIS II,CASCATINHA,500,RUA BERNARDO PROENCA,2246-8932,2015,10,MS,3,-43.19359,-22.51924
233,6555551,26311-020,Rio de Janeiro (RJ),Queimados,UPA 24H QUEIMADOS RJ,NOSSA SENHORA DA GLO,S/N,RUA MARIO FERREIRA DOS REIS,26656955,2015,10,MS,3,-43.56864,-22.7131
341,6870066,27.521-750,Rio de Janeiro (RJ),Resende,UPA 24 HS RESENDE,COMERCIAL NOVA RESEN,S/N,AVENIDA ADAUTO EMILIANO SOARES,(24) 3354-5075,2015,10,MS,3,-44.45747,-22.46966
236,6635172,,Rio de Janeiro (RJ),Rio Bonito,UNIDADE DE PRONTO ATENDIMENTO UPA RIO BONITO,PRACA CRUZEIRO,S/N,RODOVIA BR 101,2127349818,2015,10,MS,3,-42.64882,-22.71044
5,6926177,23535-808,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24 H SEPETIBA AP 53,SEPETIBA,S/N,RUA RAFAEL FERREIRA,,2015,10,MS,2,-43.67113,-22.92296
12,6661904,21310-190,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H MADUREIRA AP 33,MADUREIRA,S/N,PRACA DOS LAVRADORES,2133582994,2015,10,MS,3,-43.34925525,-22.88168078
16,6631169,20730-460,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24 H ENGENHO DE DENTRO AP 32,ENGENHO DE DENTRO,S/N,RUA BERNARDO,,2015,10,MS,3,-43.30037467,-22.90297668
17,6038891,20961-150,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H ENGENHO NOVO AP 32,ENGENHO NOVO,70,RUA SOUZA BARROS,2332-2349,2015,10,MS,3,-43.26387,-22.89956
25,6038913,21070-061,Rio de Janeiro (RJ),Rio de Janeiro,SES UPA 24H PENHA AP 31,PENHA,S/N,AVENIDA LOBO JUNIOR,2334-7859,2015,10,MS,3,-43.27917,-22.83169
33,7110162,21540-520,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H ROCHA MIRANDA AP 33,ROCHA MIRANDA,S/N,ESTRADA DO BARRO VERMELHO,35141487,2015,10,MS,3,-43.34659249,-22.85137552
37,6038905,23055-002,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H CAMPO GRANDE II,CAMPO GRANDE,S/N,AVENIDA CESARIO DE MELO,24150665,2015,10,MS,3,-43.53738,-22.89346
41,6716911,20211-030,Rio de Janeiro (RJ),Rio de Janeiro,SMS COORD DE EMERGENCIA REGIONAL CER CENTRO AP 10,CENTRO,S/N,RUA FREI CANECA,21-25071311,2015,10,MS,3,-43.19077961,-22.90949562
43,6716938,22775-002,Rio de Janeiro (RJ),Rio de Janeiro,SMS COORD DE EMERGENCIA REGIONAL CER BARRA AP 40,BARRA DA TIJUCA,2000,AVENIDA AYRTON SENNA,35507060,2015,10,MS,3,-43.3653143,-22.99476193
44,6037526,22730-522,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H JACAREPAGUA,TAQUARA,20,RUA ANDRE ROCHA,23336536,2015,10,MS,3,-43.36905,-22.92353
64,6037569,21610-330,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H MARECHAL HERMES,MAL HERMES,S/N,RUA XAVIER CURADO,30165844,2015,10,MS,3,-43.37668,-22.86855
80,6038883,21735-320,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H REALENGO,REALENGO,S/N,RUA MARECHAL JOAQUIM INACIO,24019382,2015,10,MS,3,-43.43149,-22.87418
101,5955688,21625-130,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H RICARDO DE ALBUQUERQUE,RICARDO DE ALBUQUERQ,S/N,ESTR MAL ALENCASTRO,33394819,2015,10,MS,3,-43.4042,-22.82395
112,5955211,21040-361,Rio de Janeiro (RJ),Rio de Janeiro,SES UPA 24H MARE AP 31,MANGUINHOS,4880,AV BRASIL,2334-7830 2334-7832,2015,10,MS,3,-43.24091,-22.87776
115,6742831,21830-007,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H SENADOR CAMARA AP 51,SENADOR CAMARA,6486,AVENIDA SANTA CRUZ,21-38393226,2015,10,MS,3,-43.48327048,-22.88251356
